State,District,Latitude,Longitude,Population,Male,Female,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,sex_ratio,literacy_rate,male_literacy,female_literacy
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,2741239,1369597,1371642,2399901,275970,15422,1377,25510,617,322,597466,220248,1001.0,54.0,63.0,46.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,4081148,2064495,2016653,3599372,443456,20463,932,341,1417,309,902997,341431,977.0,57.0,65.0,48.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,4174064,2090204,2083860,3737588,397870,24129,867,253,1322,358,907970,395900,997.0,64.0,71.0,57.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,5154296,2569688,2584608,4983330,77777,77825,738,413,4149,403,1199479,406362,1006.0,64.0,67.0,61.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,4887813,2440521,2447292,4217597,559770,89763,764,323,3282,332,1069877,513113,1003.0,61.0,67.0,54.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,3943323,2018575,1924748,2046051,1713405,87522,11446,1268,19560,1929,0,1066289,954.0,73.0,76.0,70.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,3776269,1880800,1895469,3491139,244723,24979,2086,332,312,115,877236,288044,1008.0,58.0,67.0,50.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,2797370,1390988,1406382,2595321,158887,33463,655,217,459,539,669262,201363,1011.0,58.0,65.0,52.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,4517398,2267375,2250023,4023678,307043,145598,1393,863,6320,906,909292,567042,992.0,67.0,71.0,63.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,4053463,2039227,2014236,3328380,670737,33165,737,255,2235,434,783853,306982,988.0,52.0,61.0,44.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,4053028,2050386,2002642,3673456,334172,21345,658,290,388,267,848963,161052,977.0,48.0,56.0,39.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,3033288,1523030,1510258,2637313,342449,34301,1309,554,457,217,593653,195479,992.0,54.0,63.0,45.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,3488809,1759772,1729037,3249231,188646,35025,937,241,250,132,833504,197433,983.0,57.0,66.0,49.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,2551335,1250641,1300694,2123426,391596,19653,2357,1847,542,146,565165,155133,1040.0,54.0,63.0,46.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,3397448,1714764,1682684,3150195,220654,18775,266,97,204,206,873486,214089,981.0,56.0,65.0,47.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,2703114,1341738,1361376,2666950,9025,18879,193,77,160,106,752752,149684,1015.0,55.0,64.0,47.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,2344474,1161477,1182997,2299129,16423,17853,380,114,815,183,592458,157056,1019.0,53.0,61.0,45.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,3512576,1759281,1753295,3273755,197333,31377,1453,253,569,126,758738,288249,997.0,59.0,67.0,50.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,3936966,1964918,1972048,3733191,86142,109120,288,209,1578,211,1007255,248373,1004.0,67.0,70.0,65.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,148226,76948,71278,47683,2134,35969,94,50381,95,11738,33422,6498,926.0,49.0,57.0,41.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,78690,38775,39915,12333,652,37136,36,452,23,27868,14503,5215,1029.0,49.0,56.0,42.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,99214,50116,49098,27854,2289,18254,69,776,30,49393,19497,9524,980.0,63.0,68.0,58.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,92076,45318,46758,4859,471,51189,43,121,81,34158,18603,1092,1032.0,40.0,45.0,35.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,145726,76221,69505,99020,3846,10684,210,24452,104,7277,33599,11372,912.0,57.0,63.0,50.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,54080,28053,26027,28915,2247,9213,33,2932,19,10393,12000,3950,928.0,59.0,64.0,53.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,83030,41843,41187,9551,1482,34402,27,193,13,37085,18112,5365,984.0,65.0,70.0,60.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,176573,89182,87391,57027,6148,84397,310,4768,139,22586,20308,30180,980.0,69.0,74.0,63.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,49977,29151,20826,11842,787,776,1164,34920,72,349,10730,2452,714.0,52.0,61.0,40.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,111975,57604,54371,20682,1103,83361,61,778,43,5325,18420,6500,944.0,43.0,51.0,34.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,35320,18699,16621,5261,411,5643,27,2577,7,20967,8569,2182,889.0,52.0,57.0,45.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,83448,41758,41690,13474,521,8779,28,297,11,59449,14542,4672,998.0,54.0,59.0,49.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,83947,46155,37792,31265,1970,8466,328,36087,71,5556,17889,6306,819.0,58.0,64.0,50.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,112274,58168,54106,15881,2218,29969,577,3311,49,60005,22272,8503,930.0,58.0,63.0,52.0
Assam,Barpeta,26.427872264631056,90.97912010178116,1693622,867004,826618,492966,1198036,1020,112,49,399,14,447189,52192,953.0,53.0,58.0,48.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,738804,375818,362986,359145,371033,5924,384,236,871,9,181923,38470,966.0,59.0,63.0,54.0
Assam,Cachar,24.815570668693017,92.86849650455927,1736617,886284,850333,1038985,654816,37635,280,341,1673,98,346227,88933,959.0,68.0,72.0,63.0
Assam,Darrang,26.58463215962442,92.04141338028155,928500,475273,453227,327322,597392,1688,431,57,724,19,268517,20189,954.0,52.0,57.0,48.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,686133,351249,334884,655052,13475,8711,297,911,167,6315,211758,16504,953.0,62.0,68.0,55.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,1326335,676434,649901,1198401,64526,52968,2261,4673,1055,46,299852,77163,961.0,67.0,73.0,60.0
Assam,Goalpara,26.017277777777807,90.59869891598912,1008183,513292,494891,347878,579929,77862,771,194,477,103,228610,39504,964.0,56.0,59.0,52.0
Assam,Golaghat,26.377219709794485,93.82583397823468,1066888,543161,523727,917426,90312,50582,1131,3863,530,1347,292893,34190,964.0,68.0,73.0,62.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,659296,337890,321406,251194,397653,8480,84,490,247,636,159215,16202,951.0,62.0,67.0,56.0
Assam,Jorhat,26.76244824016563,94.30197722567289,1092256,556805,535451,1008219,54684,21051,1540,2378,719,578,286330,80824,962.0,73.0,78.0,68.0
Assam,Kamrup,26.170939452054807,91.58863273972592,1517542,778461,739081,877495,601784,33297,319,185,1330,55,390596,43849,949.0,66.0,71.0,60.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,956313,490167,466146,766000,20290,157789,370,6260,397,3568,215691,37185,951.0,58.0,64.0,52.0
Assam,Karimganj,24.69660712250711,92.3679498575498,1228686,625864,602822,521962,692489,11990,114,446,524,110,261945,32695,963.0,65.0,70.0,60.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,887142,452905,434237,529068,252271,101091,93,1718,396,123,204896,17115,959.0,55.0,61.0,49.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,1042137,529674,512463,797130,193476,46217,412,1074,250,2410,293239,34694,968.0,66.0,71.0,60.0
Assam,Nagaon,26.26462170626351,92.9306191144708,2823768,1439112,1384656,1225246,1563203,26844,3036,1073,1162,61,674999,124186,962.0,61.0,64.0,57.0
Assam,Nalbari,26.46323767605632,91.40598521126763,771639,396006,375633,491582,277488,429,62,27,1004,9,210706,28238,949.0,69.0,74.0,64.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,1924110,983904,940206,1422824,350536,138166,1363,5088,1003,221,483325,64528,956.0,58.0,63.0,52.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,1327929,680231,647698,1181347,48373,76877,1999,16228,837,395,290704,90910,952.0,60.0,67.0,53.0
Bihar,Araria,26.211528119180603,87.30766554934816,2811569,1463333,1348236,1593525,1207442,4116,371,187,1910,63,659061,44213,921.0,43.0,50.0,35.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,2540073,1318684,1221389,2291133,237353,2218,295,334,775,19,428291,49006,926.0,58.0,66.0,49.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,3701282,1924469,1776813,2545438,786677,15991,5142,309093,30981,1005,551789,427343,923.0,68.0,74.0,60.0
Bihar,Banka,24.832355642023337,86.8664916342413,2034763,1067140,967623,1772655,250925,6138,139,113,94,1035,425604,18492,907.0,47.0,55.0,39.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,2970541,1567660,1402881,2554330,407348,2209,402,229,276,57,594377,139248,895.0,52.0,59.0,45.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,3037766,1615663,1422103,2487866,537098,3556,415,180,1050,32,522527,130634,880.0,52.0,58.0,45.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,2728407,1430380,1298027,2518216,197819,2165,544,647,1472,48,434559,77368,907.0,59.0,68.0,48.0
Bihar,Buxar,25.48593018867924,84.08808081760995,1706352,887977,818375,1591454,105423,2125,248,5090,97,57,299252,35405,922.0,58.0,67.0,48.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,3937385,2059949,1877436,3042729,881476,3534,832,245,236,101,907174,95539,911.0,46.0,55.0,37.0
Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,2266566,2124852,3876395,488121,3943,913,870,1723,108,696289,111282,937.0,52.0,60.0,44.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,2562012,1267666,1294346,2119262,436057,2463,271,167,133,28,515925,38133,1021.0,54.0,63.0,46.0
Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,916064,844341,1525746,217621,8443,162,159,87,3438,325909,30851,922.0,49.0,58.0,38.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,585582,539731,1045117,75742,691,148,248,60,58,186660,28132,922.0,55.0,64.0,45.0
Bihar,Katihar,25.56565356037151,87.70466083591326,3071029,1600430,1470599,1684589,1365645,8659,2754,212,507,2141,668232,69838,919.0,42.0,48.0,35.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,1666886,883786,783100,1486989,175588,1253,143,79,86,115,373696,21007,886.0,46.0,52.0,39.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,1690400,866970,823430,531236,1149095,5783,398,183,1476,28,401793,43357,950.0,44.0,51.0,37.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,1000912,526345,474567,956396,40886,487,140,52,78,52,175882,31763,902.0,51.0,58.0,43.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,2001762,1047559,954203,1753829,241760,1342,170,60,133,81,486278,24000,911.0,42.0,49.0,33.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,4487379,2329313,2158066,3652168,818912,3262,564,328,442,169,1047552,41234,926.0,48.0,58.0,38.0
Bihar,Munger,25.198537962962963,86.54173672839504,1367765,729041,638724,1252319,110416,1815,338,95,145,61,222281,85782,876.0,59.0,65.0,51.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,4801062,2527497,2273565,4032773,745546,5149,933,288,382,98,998694,120700,900.0,52.0,59.0,45.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,2877653,1497060,1380593,2669775,198033,1978,393,414,561,64,514141,102522,922.0,53.0,61.0,43.0
Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,1144668,1074478,1964620,244394,1299,250,176,279,80,379551,45323,939.0,49.0,58.0,40.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,3935042,2061110,1873932,3047427,865090,8469,926,1337,296,1895,839514,96620,909.0,45.0,53.0,36.0
Bihar,Patna,25.40297114503818,85.3198433587787,5838465,3078512,2759953,5356075,439952,12551,4803,1062,2151,203,657991,552103,897.0,59.0,66.0,52.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,5099371,2681209,2418162,4086453,990349,4865,668,878,464,104,1142260,101565,902.0,45.0,52.0,36.0
Bihar,Purnia,25.81714801901739,87.40447606973065,3264619,1699370,1565249,1989420,1255641,7989,614,353,1450,650,712847,85749,921.0,41.0,47.0,34.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,2959918,1543546,1416372,2645415,300487,2889,2569,1584,252,537,512383,95678,918.0,61.0,69.0,52.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,1900661,997174,903487,1629254,266620,1292,197,60,109,8,432651,38046,906.0,42.0,51.0,33.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,4261566,2230003,2031563,3800598,452370,2126,554,292,231,112,1012979,43486,911.0,50.0,58.0,42.0
Bihar,Saran,25.89656077844312,84.82266287425155,3951862,2022821,1929041,3534772,406449,2330,371,229,322,107,701323,76299,954.0,55.0,64.0,45.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,636342,329743,306599,596102,37653,313,75,41,43,31,108293,24345,930.0,52.0,60.0,43.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,656246,346673,309573,552492,99342,522,216,73,52,44,158484,7516,893.0,43.0,50.0,36.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,3423574,1803252,1620322,2672311,740101,2897,261,253,188,20,807294,49670,899.0,42.0,49.0,34.0
Bihar,Siwan,26.1736372013652,84.33766552901022,3330464,1675090,1655374,2712635,608282,2618,369,407,359,86,632514,41858,988.0,58.0,67.0,49.0
Bihar,Supaul,26.28157893772896,86.78496465201461,2229076,1155283,1073793,1809936,409251,3758,271,136,546,42,572287,27815,929.0,46.0,56.0,36.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,3495021,1844535,1650486,3152346,333980,2203,707,362,246,71,699317,51494,895.0,55.0,62.0,47.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,1055450,580663,474787,852574,51447,8720,138329,1160,1960,246,8911,289456,818.0,76.0,80.0,72.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,698487,714712,1277975,12413,27951,2099,985,3466,86925,316425,54894,1023.0,46.0,55.0,38.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,381956,192764,189192,371973,6984,236,2387,113,10,7,152458,11987,981.0,75.0,81.0,70.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,2540763,57973,20745,6373,2979,2357,29122,549632,188174,971.0,60.0,69.0,51.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,397897,401884,777188,10425,2644,1196,667,3612,3685,168689,41792,1010.0,68.0,76.0,60.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1682101,1661771,3129745,83499,24304,24276,19587,17209,42569,533448,349741,988.0,69.0,76.0,61.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,424747,426922,629509,15336,189588,474,467,694,14835,205670,20722,1005.0,58.0,66.0,50.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,612915,593725,1133176,30195,21059,3666,897,753,15649,206598,126055,969.0,62.0,71.0,53.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,334737,324180,604259,25878,9398,1391,84,1155,15474,121852,59763,968.0,60.0,69.0,52.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,511967,520787,1008061,12570,5284,2941,521,1495,1417,274793,35774,1017.0,62.0,71.0,53.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,1422986,17332,47653,2117,781,409,1782,354278,66638,991.0,64.0,72.0,55.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,2239370,227465,17452,7477,121791,12260,1159,581868,377160,959.0,74.0,79.0,68.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,2048186,2015686,3881485,103038,23181,16707,8397,17137,10680,673499,395001,984.0,65.0,73.0,56.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,1193129,1166757,2126195,81442,97432,2303,1287,623,48295,525596,65167,978.0,50.0,58.0,42.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,191173,124659,66514,171537,16087,2618,169,216,244,79,10006,61073,534.0,79.0,84.0,69.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,2743082,1404356,1338726,2397056,334858,2586,1110,1291,3841,77,489237,287506,953.0,67.0,75.0,59.0
Goa,North Goa,15.548723418714054,73.80667997909038,818008,416677,401331,622213,57941,134169,618,553,546,166,115859,209230,963.0,81.0,84.0,78.0
Goa,South Goa,15.195278658183785,73.941792596877,640537,322463,318074,341664,63623,231961,855,542,563,92,88620,162873,986.0,78.0,82.0,75.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,7214225,3788051,3426174,6042416,883238,50754,14542,4518,209287,2055,353169,1845383,904.0,75.0,80.0,70.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,1514190,771049,743141,1410463,99105,919,415,243,2053,40,313714,116899,964.0,66.0,72.0,59.0
Gujarat,Anand,22.282718206229863,72.57782051557454,2092745,1087224,1005521,1798794,250919,29789,1524,267,8591,142,413078,208909,925.0,74.0,80.0,67.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,3120506,1610379,1510127,2890305,213505,1686,486,281,12659,83,666773,137424,938.0,55.0,65.0,43.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,1551019,805707,745312,1188204,343511,9494,1733,442,4813,342,300677,181319,925.0,72.0,77.0,66.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,2880365,1490201,1390164,2632574,212863,3457,1410,445,26974,127,387251,356826,933.0,66.0,73.0,58.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,1391753,723864,667889,1319586,57273,3237,1985,497,6405,82,237624,195634,923.0,74.0,80.0,67.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,2160119,1114192,1045927,1810443,320805,4392,1873,1086,18856,136,347158,299167,939.0,65.0,71.0,57.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,2743082,1404356,1338726,2397056,334858,2586,1110,1291,3841,77,489237,287506,953.0,67.0,75.0,59.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,2092371,1096737,995634,1608921,442355,6192,6353,490,25312,98,488293,250982,908.0,60.0,67.0,52.0
Gujarat,Kheda,22.88765312500002,73.018803515625,2299885,1185727,1114158,2000884,264482,26629,1403,300,3479,82,461479,160547,940.0,72.0,79.0,64.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,2035064,1056520,978544,1885732,136431,1954,1082,146,7087,88,476005,183738,926.0,74.0,80.0,67.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,590297,301086,289211,559848,22600,4413,147,80,373,2078,138121,22248,961.0,63.0,70.0,55.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,1329672,678165,651507,1225087,78669,5733,2459,601,13386,2823,267739,141417,961.0,75.0,80.0,71.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,2390776,1226961,1163815,2220974,158513,2863,662,337,5236,131,463363,104238,949.0,60.0,70.0,50.0
Gujarat,Patan,23.80634198473284,71.75162977099237,1343734,694397,649337,1194745,142797,916,337,66,3602,66,301483,102655,935.0,62.0,71.0,53.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,585449,300209,285240,549749,33565,500,248,91,515,38,96015,87557,950.0,67.0,74.0,60.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,3804558,1974445,1830113,3397406,361388,5478,1918,1170,33591,269,459474,721532,927.0,72.0,77.0,66.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,2428589,1244231,1184358,2260560,148563,6375,614,168,11110,52,544024,121509,952.0,65.0,74.0,56.0
Gujarat,Surat,21.25761372772093,72.93488716344339,6081322,3402224,2679098,5260193,660772,21052,5703,12902,112835,3920,369840,1529998,787.0,75.0,79.0,70.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,1756268,909917,846351,1620282,109681,1419,512,312,22992,128,340788,159810,930.0,62.0,71.0,53.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,228291,113821,114470,203545,3593,20029,69,32,39,560,52102,7516,1006.0,62.0,68.0,56.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,4165626,2153736,2011890,3713941,384579,23813,9340,2069,27650,1124,547454,692971,934.0,69.0,75.0,64.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,1705678,887222,818456,1571147,94034,19661,1589,913,13809,1417,262410,235981,922.0,69.0,74.0,63.0
Haryana,Ambala,30.3503672316384,76.94970310734456,1128350,598703,529647,955096,22143,3705,138202,381,4845,110,175365,139891,885.0,72.0,77.0,67.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,1634445,866672,767773,1611031,15515,873,2401,254,1016,26,357047,99235,886.0,65.0,74.0,56.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,1809733,966110,843623,1588407,161680,9743,34572,640,4883,249,87700,382981,873.0,70.0,76.0,64.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,942011,495360,446651,779243,8360,996,150969,171,1172,530,203020,55360,902.0,59.0,66.0,52.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,1514432,816690,697742,1408801,70842,9725,15097,944,7451,254,141703,381988,854.0,73.0,78.0,68.0
Haryana,Hisar,29.23628731117825,75.84324682779452,1743931,931562,812369,1701061,21650,1945,12270,334,3620,33,302013,154113,872.0,64.0,72.0,55.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,958405,514667,443738,945693,8247,734,1042,105,645,22,211816,78328,862.0,71.0,78.0,62.0
Haryana,Jind,29.45149821958457,76.29598575667653,1334152,713006,621146,1276669,23016,889,29103,172,2594,56,278335,89665,871.0,62.0,70.0,53.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,1074304,571003,503301,974520,8232,1769,87558,265,351,70,231091,75696,881.0,60.0,68.0,52.0
Haryana,Karnal,29.703200647249204,76.87488025889972,1505324,797712,707612,1341002,31650,2049,126207,532,1516,49,292682,135920,887.0,65.0,71.0,58.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,964655,510976,453679,805175,15970,1943,140395,214,375,106,203553,88268,888.0,67.0,73.0,61.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,922088,486665,435423,913251,5660,301,1737,75,644,15,223726,44216,895.0,68.0,78.0,57.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,561293,299679,261614,490702,23451,2583,40951,1008,1626,90,70895,93656,873.0,72.0,77.0,67.0
Haryana,Panipat,29.34352134146342,76.92895914634147,1205437,646857,558580,1083936,86622,2261,25064,289,4647,99,173502,153804,864.0,65.0,72.0,58.0
Haryana,Rewari,28.19164714828897,76.55956007604564,900332,474335,425997,889133,5713,701,1804,202,1525,12,199449,69305,898.0,71.0,79.0,61.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,1061204,568479,492725,1043887,8185,732,3916,200,3491,24,175203,131739,867.0,70.0,77.0,63.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,1295189,682582,612607,940255,9524,2186,338962,370,2256,624,245476,93316,897.0,60.0,67.0,53.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,381956,192764,189192,371973,6984,236,2387,113,10,7,152458,11987,981.0,75.0,81.0,70.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,2540763,57973,20745,6373,2979,2357,29122,549632,188174,971.0,60.0,69.0,51.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,519080,261320,257760,479782,32455,1559,2745,1740,57,14,186395,13836,986.0,62.0,71.0,53.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,454768,217070,237698,449412,3711,243,591,95,293,9,196116,15232,1095.0,79.0,83.0,75.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,1104285,593537,510748,1010014,91269,814,196,74,41,273,256081,55300,861.0,59.0,69.0,48.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,1510075,750591,759484,1461140,19797,3023,8929,14511,194,208,588321,39007,1012.0,76.0,81.0,72.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,84121,46249,37872,64732,448,485,249,18086,29,45,44514,0,819.0,72.0,79.0,63.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,437903,225452,212451,415669,2974,1568,1396,15377,94,83,167995,20709,942.0,70.0,77.0,63.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,999777,498065,501712,981412,9460,876,4081,2628,43,86,431129,31696,1007.0,72.0,79.0,66.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,814010,425039,388971,791449,11810,2025,4047,3262,185,197,279269,95896,915.0,75.0,81.0,69.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,529855,276289,253566,476830,33215,577,15501,2645,236,86,171102,21054,918.0,68.0,74.0,62.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,580320,308754,271566,548579,14678,1452,13926,574,591,110,192787,51509,880.0,74.0,79.0,68.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,521173,263692,257481,480138,14275,390,26009,56,70,10,185091,20126,976.0,77.0,81.0,72.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,409936,213641,196295,187621,220614,472,422,21,22,42,122267,11350,919.0,53.0,65.0,41.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,1529958,813821,716137,1289240,107489,12104,114272,470,1987,321,254566,248043,880.0,74.0,79.0,69.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,140802,77785,63017,10341,108239,604,1171,20126,28,4,40370,7774,810.0,61.0,72.0,48.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,616435,326109,290326,540063,64234,1828,9551,24,16,2,181374,33473,890.0,63.0,70.0,55.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,560440,293064,267376,13840,535159,1109,9440,35,6,18,147520,21703,912.0,52.0,61.0,43.0
